=== Inicio de la Optimización PSO Global ===

--- Iteración 1 ---
Partícula 04 | Posición: [-1.5744, -1.4609] | Velocidad: [-0.1268, -0.0184] | pbest: -45.4287 | gbest: -45.4295
Partícula 05 | Posición: [-1.4210, -1.3238] | Velocidad: [ 0.0877,  0.3812] | pbest: -45.1898 | gbest: -45.4295
Partícula 06 | Posición: [-1.4385, -1.4503] | Velocidad: [-0.0895,  0.1032] | pbest: -45.4276 | gbest: -45.4295
Partícula 07 | Posición: [-1.4349, -1.3508] | Velocidad: [ 0.0102,  0.0237] | pbest: -45.3854 | gbest: -45.4295
Partícula 08 | Posición: [-1.4500, -1.5219] | Velocidad: [ 0.2260, -0.5855] | pbest: -45.3692 | gbest: -45.4295
Partícula 09 | Posición: [-1.4268, -1.5022] | Velocidad: [ 0.0187, -0.0585] | pbest: -45.4286 | gbest: -45.4295
Partícula 10 | Posición: [-1.2222, -1.4889] | Velocidad: [ 0.1681,  0.0103] | pbest: -45.3493 | gbest: -45.4295
Partícula 11 | Posición: [-1.4379, -1.4455] | Velocidad: [ 0.0668,  0.0112] | pbest: -45.4266 | gbest: -45.4295
Partícula 12 | Posición: [-1.3930, -1.4475] | Velocidad: [-0.0105, -0.0027] | pbest: -45.4212 | gbest: -45.4295
Partícula 13 | Posición: [-1.4467, -1.4496] | Velocidad: [ 0.0042, -0.0151] | pbest: -45.4301 | gbest: -45.4301
Partícula 14 | Posición: [-1.4402, -1.4497] | Velocidad: [ 0.0328, -0.0215] | pbest: -45.4282 | gbest: -45.4301
Partícula 15 | Posición: [-1.4462, -1.4842] | Velocidad: [ 0.0137, -0.1036] | pbest: -45.4275 | gbest: -45.4301
Partícula 16 | Posición: [-1.4702, -1.4740] | Velocidad: [-0.0026, -0.0150] | pbest: -45.4284 | gbest: -45.4301
Partícula 17 | Posición: [-1.4606, -1.4459] | Velocidad: [ 0.0027, -0.0067] | pbest: -45.4297 | gbest: -45.4301
Partícula 18 | Posición: [-1.4627, -1.4531] | Velocidad: [-0.0173, -0.0055] | pbest: -45.4301 | gbest: -45.4301
Partícula 19 | Posición: [-1.4299, -1.4313] | Velocidad: [-0.1287, -0.1001] | pbest: -45.4162 | gbest: -45.4301
Partícula 20 | Posición: [-1.4552, -1.5979] | Velocidad: [-0.0405,  0.1781] | pbest: -45.2573 | gbest: -45.4301

--- Iteración 12 ---
Partícula 01 | Posición: [-1.4433, -1.3020] | Velocidad: [-0.0149, -0.1897] | pbest: -45.1212 | gbest: -45.4301
Partícula 02 | Posición: [-1.4696, -1.4522] | Velocidad: [-0.0832,  0.0298] | pbest: -45.4279 | gbest: -45.4301
Partícula 03 | Posición: [-1.4580, -1.4530] | Velocidad: [ 0.0044,  0.0107] | pbest: -45.4309 | gbest: -45.4309
Partícula 04 | Posición: [-1.4821, -1.4533] | Velocidad: [ 0.0923,  0.0076] | pbest: -45.4287 | gbest: -45.4309
Partícula 05 | Posición: [-1.3929, -1.1959] | Velocidad: [ 0.0280,  0.1279] | pbest: -45.1898 | gbest: -45.4309
Partícula 06 | Posición: [-1.4949, -1.4118] | Velocidad: [-0.0564,  0.0385] | pbest: -45.4276 | gbest: -45.4309
Partícula 07 | Posición: [-1.4549, -1.4094] | Velocidad: [-0.0200, -0.0586] | pbest: -45.4042 | gbest: -45.4309
Partícula 08 | Posición: [-1.3621, -1.7343] | Velocidad: [ 0.0879, -0.2124] | pbest: -45.3692 | gbest: -45.4309
Partícula 09 | Posición: [-1.4328, -1.4841] | Velocidad: [-0.0060,  0.0181] | pbest: -45.4286 | gbest: -45.4309
Partícula 10 | Posición: [-1.2090, -1.4786] | Velocidad: [ 0.0132,  0.0103] | pbest: -45.3493 | gbest: -45.4309
Partícula 11 | Posición: [-1.4139, -1.4421] | Velocidad: [ 0.0240,  0.0035] | pbest: -45.4266 | gbest: -45.4309
Partícula 12 | Posición: [-1.4545, -1.4462] | Velocidad: [-0.0615,  0.0013] | pbest: -45.4303 | gbest: -45.4309
Partícula 13 | Posición: [-1.4522, -1.4578] | Velocidad: [-0.0055, -0.0081] | pbest: -45.4309 | gbest: -45.4309
Partícula 14 | Posición: [-1.4310, -1.4590] | Velocidad: [ 0.0093, -0.0093] | pbest: -45.4282 | gbest: -45.4309
Partícula 15 | Posición: [-1.4541, -1.4876] | Velocidad: [-0.0080, -0.0034] | pbest: -45.4275 | gbest: -45.4309
Partícula 16 | Posición: [-1.4593, -1.4592] | Velocidad: [ 0.0109,  0.0147] | pbest: -45.4304 | gbest: -45.4309
Partícula 17 | Posición: [-1.4586, -1.4511] | Velocidad: [ 0.0020, -0.0052] | pbest: -45.4307 | gbest: -45.4309
Partícula 18 | Posición: [-1.4644, -1.4551] | Velocidad: [-0.0017, -0.0021] | pbest: -45.4301 | gbest: -45.4309
Partícula 19 | Posición: [-1.5124, -1.4952] | Velocidad: [-0.0825, -0.0639] | pbest: -45.4162 | gbest: -45.4309
Partícula 20 | Posición: [-1.4853, -1.3665] | Velocidad: [-0.0301,  0.2314] | pbest: -45.3154 | gbest: -45.4309

--- Iteración 13 ---
Partícula 01 | Posición: [-1.4637, -1.5256] | Velocidad: [-0.0203, -0.2236] | pbest: -45.3613 | gbest: -45.4309
Partícula 02 | Posición: [-1.4934, -1.4409] | Velocidad: [-0.0238,  0.0113] | pbest: -45.4279 | gbest: -45.4309
Partícula 03 | Posición: [-1.4563, -1.4487] | Velocidad: [ 0.0017,  0.0043] | pbest: -45.4309 | gbest: -45.4309
Partícula 04 | Posición: [-1.4283, -1.4496] | Velocidad: [ 0.0538,  0.0037] | pbest: -45.4287 | gbest: -45.4309
Partícula 05 | Posición: [-1.4361, -1.3655] | Velocidad: [-0.0432, -0.1696] | pbest: -45.3217 | gbest: -45.4309
Partícula 06 | Posición: [-1.4925, -1.4232] | Velocidad: [ 0.0023, -0.0114] | pbest: -45.4276 | gbest: -45.4309
Partícula 07 | Posición: [-1.4659, -1.4750] | Velocidad: [-0.0110, -0.0656] | pbest: -45.4235 | gbest: -45.4309
Partícula 08 | Posición: [-1.3345, -1.8003] | Velocidad: [ 0.0276, -0.0659] | pbest: -45.3692 | gbest: -45.4309
Partícula 09 | Posición: [-1.4599, -1.4344] | Velocidad: [-0.0271,  0.0497] | pbest: -45.4286 | gbest: -45.4309
Partícula 10 | Posición: [-1.5233, -1.4680] | Velocidad: [-0.3143,  0.0106] | pbest: -45.3644 | gbest: -45.4309
Partícula 11 | Posición: [-1.4565, -1.4519] | Velocidad: [-0.0426, -0.0099] | pbest: -45.4310 | gbest: -45.4310
Partícula 12 | Posición: [-1.4801, -1.4486] | Velocidad: [-0.0256, -0.0024] | pbest: -45.4303 | gbest: -45.4310
Partícula 13 | Posición: [-1.4576, -1.4567] | Velocidad: [-0.0054,  0.0011] | pbest: -45.4309 | gbest: -45.4310
Partícula 14 | Posición: [-1.4451, -1.4557] | Velocidad: [-0.0141,  0.0033] | pbest: -45.4300 | gbest: -45.4310
Partícula 15 | Posición: [-1.4600, -1.4534] | Velocidad: [-0.0058,  0.0342] | pbest: -45.4307 | gbest: -45.4310
Partícula 16 | Posición: [-1.4534, -1.4494] | Velocidad: [ 0.0059,  0.0098] | pbest: -45.4308 | gbest: -45.4310
Partícula 17 | Posición: [-1.4563, -1.4538] | Velocidad: [ 0.0023, -0.0027] | pbest: -45.4311 | gbest: -45.4311
Partícula 18 | Posición: [-1.4561, -1.4542] | Velocidad: [ 0.0084,  0.0009] | pbest: -45.4311 | gbest: -45.4311
Partícula 19 | Posición: [-1.4950, -1.4820] | Velocidad: [ 0.0174,  0.0132] | pbest: -45.4162 | gbest: -45.4311
Partícula 20 | Posición: [-1.4769, -1.3352] | Velocidad: [ 0.0084,  0.0313] | pbest: -45.3154 | gbest: -45.4311

--- Iteración 14 ---
Partícula 01 | Posición: [-1.4682, -1.5813] | Velocidad: [-0.0045, -0.0557] | pbest: -45.3613 | gbest: -45.4311
Partícula 02 | Posición: [-1.4746, -1.4481] | Velocidad: [ 0.0188, -0.0072] | pbest: -45.4279 | gbest: -45.4311
Partícula 03 | Posición: [-1.4564, -1.4504] | Velocidad: [-0.0001, -0.0017] | pbest: -45.4309 | gbest: -45.4311
Partícula 04 | Posición: [-1.4478, -1.4501] | Velocidad: [-0.0195, -0.0005] | pbest: -45.4304 | gbest: -45.4311
Partícula 05 | Posición: [-1.4583, -1.4551] | Velocidad: [-0.0222, -0.0896] | pbest: -45.4309 | gbest: -45.4311
Partícula 06 | Posición: [-1.4479, -1.4539] | Velocidad: [ 0.0446, -0.0306] | pbest: -45.4306 | gbest: -45.4311
Partícula 07 | Posición: [-1.4648, -1.4896] | Velocidad: [ 0.0011, -0.0147] | pbest: -45.4235 | gbest: -45.4311
Partícula 08 | Posición: [-1.3631, -1.7203] | Velocidad: [-0.0286,  0.0799] | pbest: -45.3692 | gbest: -45.4311
Partícula 09 | Posición: [-1.4633, -1.4229] | Velocidad: [-0.0033,  0.0115] | pbest: -45.4286 | gbest: -45.4311
Partícula 10 | Posición: [-1.6196, -1.4577] | Velocidad: [-0.0963,  0.0103] | pbest: -45.3644 | gbest: -45.4311
Partícula 11 | Posición: [-1.4733, -1.4572] | Velocidad: [-0.0168, -0.0052] | pbest: -45.4310 | gbest: -45.4311
Partícula 12 | Posición: [-1.4598, -1.4561] | Velocidad: [ 0.0204, -0.0075] | pbest: -45.4307 | gbest: -45.4311
Partícula 13 | Posición: [-1.4560, -1.4544] | Velocidad: [ 0.0016,  0.0022] | pbest: -45.4311 | gbest: -45.4311
Partícula 14 | Posición: [-1.4536, -1.4540] | Velocidad: [-0.0085,  0.0017] | pbest: -45.4311 | gbest: -45.4311
Partícula 15 | Posición: [-1.4551, -1.4404] | Velocidad: [ 0.0048,  0.0130] | pbest: -45.4307 | gbest: -45.4311
Partícula 16 | Posición: [-1.4512, -1.4482] | Velocidad: [ 0.0022,  0.0012] | pbest: -45.4308 | gbest: -45.4311
Partícula 17 | Posición: [-1.4537, -1.4550] | Velocidad: [ 0.0025, -0.0012] | pbest: -45.4311 | gbest: -45.4311
Partícula 18 | Posición: [-1.4514, -1.4537] | Velocidad: [ 0.0047,  0.0005] | pbest: -45.4311 | gbest: -45.4311
Partícula 19 | Posición: [-1.4383, -1.4391] | Velocidad: [ 0.0567,  0.0430] | pbest: -45.4247 | gbest: -45.4311
Partícula 20 | Posición: [-1.4610, -1.4351] | Velocidad: [ 0.0159, -0.0999] | pbest: -45.4256 | gbest: -45.4311

--- Iteración 15 ---
Partícula 01 | Posición: [-1.4650, -1.5572] | Velocidad: [ 0.0032,  0.0241] | pbest: -45.3613 | gbest: -45.4311
Partícula 02 | Posición: [-1.4501, -1.4571] | Velocidad: [ 0.0244, -0.0089] | pbest: -45.4308 | gbest: -45.4311
Partícula 03 | Posición: [-1.4558, -1.4535] | Velocidad: [ 0.0006, -0.0032] | pbest: -45.4311 | gbest: -45.4311
Partícula 04 | Posición: [-1.4582, -1.4520] | Velocidad: [-0.0104, -0.0020] | pbest: -45.4308 | gbest: -45.4311
Partícula 05 | Posición: [-1.4664, -1.4908] | Velocidad: [-0.0081, -0.0357] | pbest: -45.4309 | gbest: -45.4311
Partícula 06 | Posición: [-1.4328, -1.4662] | Velocidad: [ 0.0152, -0.0123] | pbest: -45.4306 | gbest: -45.4311
Partícula 07 | Posición: [-1.4635, -1.4851] | Velocidad: [ 0.0013,  0.0046] | pbest: -45.4235 | gbest: -45.4311
Partícula 08 | Posición: [-1.5196, -1.2926] | Velocidad: [-0.1565,  0.4277] | pbest: -45.3692 | gbest: -45.4311
Partícula 09 | Posición: [-1.4526, -1.4558] | Velocidad: [ 0.0107, -0.0329] | pbest: -45.4311 | gbest: -45.4311
Partícula 10 | Posición: [-1.5013, -1.4517] | Velocidad: [ 0.1183,  0.0060] | pbest: -45.4013 | gbest: -45.4311
Partícula 11 | Posición: [-1.4673, -1.4572] | Velocidad: [ 0.0060, -0.0000] | pbest: -45.4310 | gbest: -45.4311
Partícula 12 | Posición: [-1.4509, -1.4588] | Velocidad: [ 0.0089, -0.0027] | pbest: -45.4307 | gbest: -45.4311
Partícula 13 | Posición: [-1.4531, -1.4531] | Velocidad: [ 0.0029,  0.0013] | pbest: -45.4311 | gbest: -45.4311
Partícula 14 | Posición: [-1.4570, -1.4533] | Velocidad: [-0.0034,  0.0007] | pbest: -45.4311 | gbest: -45.4311
Partícula 15 | Posición: [-1.4553, -1.4447] | Velocidad: [-0.0001, -0.0043] | pbest: -45.4307 | gbest: -45.4311
Partícula 16 | Posición: [-1.4510, -1.4490] | Velocidad: [ 0.0002, -0.0008] | pbest: -45.4308 | gbest: -45.4311
Partícula 17 | Posición: [-1.4526, -1.4547] | Velocidad: [ 0.0011,  0.0003] | pbest: -45.4311 | gbest: -45.4311
Partícula 18 | Posición: [-1.4533, -1.4540] | Velocidad: [-0.0019, -0.0002] | pbest: -45.4311 | gbest: -45.4311
Partícula 19 | Posición: [-1.4252, -1.4312] | Velocidad: [ 0.0131,  0.0078] | pbest: -45.4247 | gbest: -45.4311
Partícula 20 | Posición: [-1.4464, -1.4961] | Velocidad: [ 0.0146, -0.0610] | pbest: -45.4256 | gbest: -45.4311

--- Iteración 16 ---
Partícula 01 | Posición: [-1.4519, -1.4388] | Velocidad: [ 0.0131,  0.1184] | pbest: -45.4279 | gbest: -45.4311
Partícula 02 | Posición: [-1.4412, -1.4599] | Velocidad: [ 0.0089, -0.0028] | pbest: -45.4308 | gbest: -45.4311
Partícula 03 | Posición: [-1.4530, -1.4554] | Velocidad: [ 0.0028, -0.0018] | pbest: -45.4311 | gbest: -45.4311
Partícula 04 | Posición: [-1.4597, -1.4540] | Velocidad: [-0.0015, -0.0019] | pbest: -45.4308 | gbest: -45.4311
Partícula 05 | Posición: [-1.4561, -1.4646] | Velocidad: [ 0.0104,  0.0262] | pbest: -45.4309 | gbest: -45.4311
Partícula 06 | Posición: [-1.4430, -1.4612] | Velocidad: [-0.0103,  0.0050] | pbest: -45.4306 | gbest: -45.4311
Partícula 07 | Posición: [-1.4634, -1.4739] | Velocidad: [ 0.0000,  0.0111] | pbest: -45.4248 | gbest: -45.4311
Partícula 08 | Posición: [-1.5003, -1.3577] | Velocidad: [ 0.0194, -0.0652] | pbest: -45.3692 | gbest: -45.4311
Partícula 09 | Posición: [-1.4492, -1.4673] | Velocidad: [ 0.0033, -0.0115] | pbest: -45.4311 | gbest: -45.4311
Partícula 10 | Posición: [-1.4272, -1.4506] | Velocidad: [ 0.0741,  0.0011] | pbest: -45.4212 | gbest: -45.4311
Partícula 11 | Posición: [-1.4474, -1.4512] | Velocidad: [ 0.0199,  0.0060] | pbest: -45.4310 | gbest: -45.4311
Partícula 12 | Posición: [-1.4496, -1.4559] | Velocidad: [ 0.0013,  0.0029] | pbest: -45.4308 | gbest: -45.4311
Partícula 13 | Posición: [-1.4523, -1.4532] | Velocidad: [ 0.0008, -0.0001] | pbest: -45.4311 | gbest: -45.4311
Partícula 14 | Posición: [-1.4541, -1.4539] | Velocidad: [ 0.0030, -0.0006] | pbest: -45.4311 | gbest: -45.4311
Partícula 15 | Posición: [-1.4551, -1.4557] | Velocidad: [ 0.0001, -0.0110] | pbest: -45.4311 | gbest: -45.4311
Partícula 16 | Posición: [-1.4537, -1.4531] | Velocidad: [-0.0027, -0.0041] | pbest: -45.4311 | gbest: -45.4311
Partícula 17 | Posición: [-1.4528, -1.4547] | Velocidad: [-0.0002, -0.0000] | pbest: -45.4311 | gbest: -45.4311
Partícula 18 | Posición: [-1.4543, -1.4540] | Velocidad: [-0.0010, -0.0001] | pbest: -45.4311 | gbest: -45.4311
Partícula 19 | Posición: [-1.4420, -1.4442] | Velocidad: [-0.0167, -0.0129] | pbest: -45.4278 | gbest: -45.4311
Partícula 20 | Posición: [-1.4497, -1.4745] | Velocidad: [-0.0032,  0.0215] | pbest: -45.4256 | gbest: -45.4311

--- Iteración 17 ---
Partícula 01 | Posición: [-1.4481, -1.4006] | Velocidad: [ 0.0038,  0.0382] | pbest: -45.4279 | gbest: -45.4311
Partícula 02 | Posición: [-1.4507, -1.4559] | Velocidad: [-0.0095,  0.0039] | pbest: -45.4309 | gbest: -45.4311
Partícula 03 | Posición: [-1.4524, -1.4556] | Velocidad: [ 0.0006, -0.0002] | pbest: -45.4311 | gbest: -45.4311
Partícula 04 | Posición: [-1.4570, -1.4538] | Velocidad: [ 0.0027,  0.0002] | pbest: -45.4310 | gbest: -45.4311
Partícula 05 | Posición: [-1.4519, -1.4474] | Velocidad: [ 0.0042,  0.0172] | pbest: -45.4309 | gbest: -45.4311
Partícula 06 | Posición: [-1.4573, -1.4518] | Velocidad: [-0.0143,  0.0094] | pbest: -45.4309 | gbest: -45.4311
Partícula 07 | Posición: [-1.4605, -1.4631] | Velocidad: [ 0.0029,  0.0108] | pbest: -45.4295 | gbest: -45.4311
Partícula 08 | Posición: [-1.4210, -1.5557] | Velocidad: [ 0.0792, -0.1979] | pbest: -45.3692 | gbest: -45.4311
Partícula 09 | Posición: [-1.4539, -1.4548] | Velocidad: [-0.0047,  0.0125] | pbest: -45.4311 | gbest: -45.4311
Partícula 10 | Posición: [-1.4115, -1.4519] | Velocidad: [ 0.0157, -0.0013] | pbest: -45.4212 | gbest: -45.4311
Partícula 11 | Posición: [-1.4481, -1.4510] | Velocidad: [-0.0007,  0.0002] | pbest: -45.4310 | gbest: -45.4311
Partícula 12 | Posición: [-1.4546, -1.4526] | Velocidad: [-0.0050,  0.0033] | pbest: -45.4311 | gbest: -45.4311
Partícula 13 | Posición: [-1.4535, -1.4538] | Velocidad: [-0.0012, -0.0006] | pbest: -45.4311 | gbest: -45.4311
Partícula 14 | Posición: [-1.4531, -1.4543] | Velocidad: [ 0.0009, -0.0003] | pbest: -45.4311 | gbest: -45.4311
Partícula 15 | Posición: [-1.4549, -1.4596] | Velocidad: [ 0.0003, -0.0039] | pbest: -45.4311 | gbest: -45.4311
Partícula 16 | Posición: [-1.4550, -1.4550] | Velocidad: [-0.0012, -0.0019] | pbest: -45.4311 | gbest: -45.4311
Partícula 17 | Posición: [-1.4539, -1.4545] | Velocidad: [-0.0011,  0.0002] | pbest: -45.4311 | gbest: -45.4311
Partícula 18 | Posición: [-1.4547, -1.4541] | Velocidad: [-0.0004, -0.0000] | pbest: -45.4311 | gbest: -45.4311
Partícula 19 | Posición: [-1.4535, -1.4532] | Velocidad: [-0.0116, -0.0091] | pbest: -45.4311 | gbest: -45.4311
Partícula 20 | Posición: [-1.4552, -1.4512] | Velocidad: [-0.0055,  0.0233] | pbest: -45.4310 | gbest: -45.4311

--- Iteración 18 ---
Partícula 01 | Posición: [-1.4518, -1.4338] | Velocidad: [-0.0037, -0.0332] | pbest: -45.4279 | gbest: -45.4311
Partícula 02 | Posición: [-1.4581, -1.4525] | Velocidad: [-0.0073,  0.0034] | pbest: -45.4309 | gbest: -45.4311
Partícula 03 | Posición: [-1.4530, -1.4550] | Velocidad: [-0.0006,  0.0006] | pbest: -45.4311 | gbest: -45.4311
Partícula 04 | Posición: [-1.4557, -1.4538] | Velocidad: [ 0.0013,  0.0000] | pbest: -45.4311 | gbest: -45.4311
Partícula 05 | Posición: [-1.4548, -1.4490] | Velocidad: [-0.0029, -0.0016] | pbest: -45.4309 | gbest: -45.4311
Partícula 06 | Posición: [-1.4617, -1.4491] | Velocidad: [-0.0044,  0.0028] | pbest: -45.4309 | gbest: -45.4311
Partícula 07 | Posición: [-1.4522, -1.4483] | Velocidad: [ 0.0083,  0.0148] | pbest: -45.4306 | gbest: -45.4311
Partícula 08 | Posición: [-1.4108, -1.5950] | Velocidad: [ 0.0102, -0.0393] | pbest: -45.3692 | gbest: -45.4311
Partícula 09 | Posición: [-1.4560, -1.4495] | Velocidad: [-0.0021,  0.0054] | pbest: -45.4311 | gbest: -45.4311
Partícula 10 | Posición: [-1.4477, -1.4540] | Velocidad: [-0.0362, -0.0021] | pbest: -45.4306 | gbest: -45.4311
Partícula 11 | Posición: [-1.4596, -1.4542] | Velocidad: [-0.0115, -0.0032] | pbest: -45.4310 | gbest: -45.4311
Partícula 12 | Posición: [-1.4565, -1.4517] | Velocidad: [-0.0019,  0.0009] | pbest: -45.4311 | gbest: -45.4311
Partícula 13 | Posición: [-1.4543, -1.4541] | Velocidad: [-0.0009, -0.0003] | pbest: -45.4311 | gbest: -45.4311
Partícula 14 | Posición: [-1.4539, -1.4542] | Velocidad: [-0.0007,  0.0000] | pbest: -45.4311 | gbest: -45.4311
Partícula 15 | Posición: [-1.4546, -1.4586] | Velocidad: [ 0.0002,  0.0010] | pbest: -45.4311 | gbest: -45.4311
Partícula 16 | Posición: [-1.4553, -1.4554] | Velocidad: [-0.0003, -0.0005] | pbest: -45.4311 | gbest: -45.4311
Partícula 17 | Posición: [-1.4548, -1.4541] | Velocidad: [-0.0009,  0.0004] | pbest: -45.4311 | gbest: -45.4311
Partícula 18 | Posición: [-1.4544, -1.4541] | Velocidad: [ 0.0004, -0.0001] | pbest: -45.4311 | gbest: -45.4311
Partícula 19 | Posición: [-1.4585, -1.4572] | Velocidad: [-0.0050, -0.0040] | pbest: -45.4311 | gbest: -45.4311
Partícula 20 | Posición: [-1.4572, -1.4425] | Velocidad: [-0.0020,  0.0087] | pbest: -45.4310 | gbest: -45.4311

--- Iteración 19 ---
Partícula 01 | Posición: [-1.4561, -1.4709] | Velocidad: [-0.0044, -0.0371] | pbest: -45.4279 | gbest: -45.4311
Partícula 02 | Posición: [-1.4566, -1.4531] | Velocidad: [ 0.0014, -0.0006] | pbest: -45.4310 | gbest: -45.4311
Partícula 03 | Posición: [-1.4535, -1.4546] | Velocidad: [-0.0005,  0.0004] | pbest: -45.4311 | gbest: -45.4311
Partícula 04 | Posición: [-1.4538, -1.4541] | Velocidad: [ 0.0018, -0.0003] | pbest: -45.4311 | gbest: -45.4311
Partícula 05 | Posición: [-1.4567, -1.4511] | Velocidad: [-0.0018, -0.0020] | pbest: -45.4309 | gbest: -45.4311
Partícula 06 | Posición: [-1.4598, -1.4503] | Velocidad: [ 0.0019, -0.0012] | pbest: -45.4309 | gbest: -45.4311
Partícula 07 | Posición: [-1.4502, -1.4459] | Velocidad: [ 0.0020,  0.0024] | pbest: -45.4306 | gbest: -45.4311
Partícula 08 | Posición: [-1.4401, -1.5399] | Velocidad: [-0.0293,  0.0551] | pbest: -45.3692 | gbest: -45.4311
Partícula 09 | Posición: [-1.4561, -1.4494] | Velocidad: [-0.0001,  0.0001] | pbest: -45.4311 | gbest: -45.4311
Partícula 10 | Posición: [-1.4658, -1.4549] | Velocidad: [-0.0181, -0.0009] | pbest: -45.4306 | gbest: -45.4311
Partícula 11 | Posición: [-1.4589, -1.4548] | Velocidad: [ 0.0007, -0.0006] | pbest: -45.4310 | gbest: -45.4311
Partícula 12 | Posición: [-1.4560, -1.4523] | Velocidad: [ 0.0005, -0.0006] | pbest: -45.4311 | gbest: -45.4311
Partícula 13 | Posición: [-1.4547, -1.4543] | Velocidad: [-0.0003, -0.0001] | pbest: -45.4311 | gbest: -45.4311
Partícula 14 | Posición: [-1.4543, -1.4540] | Velocidad: [-0.0005,  0.0002] | pbest: -45.4311 | gbest: -45.4311
Partícula 15 | Posición: [-1.4546, -1.4520] | Velocidad: [ 0.0001,  0.0066] | pbest: -45.4311 | gbest: -45.4311
Partícula 16 | Posición: [-1.4545, -1.4544] | Velocidad: [ 0.0007,  0.0010] | pbest: -45.4311 | gbest: -45.4311
Partícula 17 | Posición: [-1.4547, -1.4541] | Velocidad: [ 0.0001, -0.0000] | pbest: -45.4311 | gbest: -45.4311
Partícula 18 | Posición: [-1.4542, -1.4542] | Velocidad: [ 0.0002, -0.0000] | pbest: -45.4311 | gbest: -45.4311
Partícula 19 | Posición: [-1.4578, -1.4568] | Velocidad: [ 0.0007,  0.0004] | pbest: -45.4311 | gbest: -45.4311
Partícula 20 | Posición: [-1.4568, -1.4438] | Velocidad: [ 0.0004, -0.0013] | pbest: -45.4310 | gbest: -45.4311

--- Iteración 20 ---
Partícula 01 | Posición: [-1.4549, -1.4611] | Velocidad: [ 0.0012,  0.0098] | pbest: -45.4305 | gbest: -45.4311
Partícula 02 | Posición: [-1.4553, -1.4537] | Velocidad: [ 0.0013, -0.0006] | pbest: -45.4311 | gbest: -45.4311
Partícula 03 | Posición: [-1.4537, -1.4545] | Velocidad: [-0.0002,  0.0002] | pbest: -45.4311 | gbest: -45.4311
Partícula 04 | Posición: [-1.4533, -1.4543] | Velocidad: [ 0.0005, -0.0002] | pbest: -45.4311 | gbest: -45.4311
Partícula 05 | Posición: [-1.4552, -1.4546] | Velocidad: [ 0.0015, -0.0035] | pbest: -45.4311 | gbest: -45.4311
Partícula 06 | Posición: [-1.4566, -1.4524] | Velocidad: [ 0.0032, -0.0021] | pbest: -45.4310 | gbest: -45.4311
Partícula 07 | Posición: [-1.4540, -1.4542] | Velocidad: [-0.0038, -0.0083] | pbest: -45.4311 | gbest: -45.4311
Partícula 08 | Posición: [-1.4634, -1.4626] | Velocidad: [-0.0233,  0.0773] | pbest: -45.4290 | gbest: -45.4311
Partícula 09 | Posición: [-1.4535, -1.4560] | Velocidad: [ 0.0026, -0.0066] | pbest: -45.4311 | gbest: -45.4311
Partícula 10 | Posición: [-1.4553, -1.4542] | Velocidad: [ 0.0105,  0.0007] | pbest: -45.4311 | gbest: -45.4311
Partícula 11 | Posición: [-1.4548, -1.4528] | Velocidad: [ 0.0040,  0.0020] | pbest: -45.4311 | gbest: -45.4311
Partícula 12 | Posición: [-1.4541, -1.4542] | Velocidad: [ 0.0020, -0.0019] | pbest: -45.4311 | gbest: -45.4311
Partícula 13 | Posición: [-1.4541, -1.4541] | Velocidad: [ 0.0006,  0.0001] | pbest: -45.4311 | gbest: -45.4311
Partícula 14 | Posición: [-1.4544, -1.4540] | Velocidad: [-0.0001, -0.0000] | pbest: -45.4311 | gbest: -45.4311
Partícula 15 | Posición: [-1.4548, -1.4523] | Velocidad: [-0.0003, -0.0003] | pbest: -45.4311 | gbest: -45.4311
Partícula 16 | Posición: [-1.4542, -1.4539] | Velocidad: [ 0.0004,  0.0005] | pbest: -45.4311 | gbest: -45.4311
Partícula 17 | Posición: [-1.4543, -1.4541] | Velocidad: [ 0.0003, -0.0001] | pbest: -45.4311 | gbest: -45.4311
Partícula 18 | Posición: [-1.4541, -1.4542] | Velocidad: [ 0.0001, -0.0000] | pbest: -45.4311 | gbest: -45.4311
Partícula 19 | Posición: [-1.4540, -1.4537] | Velocidad: [ 0.0038,  0.0031] | pbest: -45.4311 | gbest: -45.4311
Partícula 20 | Posición: [-1.4546, -1.4531] | Velocidad: [ 0.0022, -0.0093] | pbest: -45.4311 | gbest: -45.4311

--- Iteración 21 ---
Partícula 01 | Posición: [-1.4538, -1.4509] | Velocidad: [ 0.0011,  0.0101] | pbest: -45.4310 | gbest: -45.4311
Partícula 02 | Posición: [-1.4540, -1.4543] | Velocidad: [ 0.0014, -0.0006] | pbest: -45.4311 | gbest: -45.4311
Partícula 03 | Posición: [-1.4543, -1.4541] | Velocidad: [-0.0006,  0.0004] | pbest: -45.4311 | gbest: -45.4311
Partícula 04 | Posición: [-1.4539, -1.4542] | Velocidad: [-0.0006,  0.0001] | pbest: -45.4311 | gbest: -45.4311
Partícula 05 | Posición: [-1.4537, -1.4556] | Velocidad: [ 0.0016, -0.0010] | pbest: -45.4311 | gbest: -45.4311
Partícula 06 | Posición: [-1.4551, -1.4534] | Velocidad: [ 0.0016, -0.0010] | pbest: -45.4311 | gbest: -45.4311
Partícula 07 | Posición: [-1.4558, -1.4575] | Velocidad: [-0.0017, -0.0032] | pbest: -45.4311 | gbest: -45.4311
